State,Pincode,Year,Quarter,Registered_users
Tamil Nadu,600100,2018,3,574
Tamil Nadu,641602,2018,3,574
Tamil Nadu,602105,2018,3,574
Tamil Nadu,635109,2018,3,574
Tamil Nadu,600042,2018,3,574
Tamil Nadu,600056,2018,3,574
Tamil Nadu,635126,2018,3,574
Tamil Nadu,600119,2018,3,574
Tamil Nadu,600003,2018,3,574
Tamil Nadu,600053,2018,3,574
Tamil Nadu,600100,2018,4,574
Tamil Nadu,641602,2018,4,574
Tamil Nadu,602105,2018,4,574
Tamil Nadu,635109,2018,4,574
Tamil Nadu,600042,2018,4,574
Tamil Nadu,600056,2018,4,574
Tamil Nadu,635126,2018,4,574
Tamil Nadu,600119,2018,4,574
Tamil Nadu,600053,2018,4,574
Tamil Nadu,600003,2018,4,574
Tamil Nadu,600100,2019,1,574
Tamil Nadu,641602,2019,1,574
Tamil Nadu,602105,2019,1,574
Tamil Nadu,635109,2019,1,574
Tamil Nadu,600042,2019,1,574
Tamil Nadu,600056,2019,1,574
Tamil Nadu,635126,2019,1,574
Tamil Nadu,600053,2019,1,574
Tamil Nadu,600119,2019,1,574
Tamil Nadu,600003,2019,1,574
Tamil Nadu,600100,2019,2,574
Tamil Nadu,641602,2019,2,574
Tamil Nadu,635109,2019,2,574
Tamil Nadu,602105,2019,2,574
Tamil Nadu,600003,2019,2,574
Tamil Nadu,600056,2019,2,574
Tamil Nadu,635126,2019,2,574
Tamil Nadu,600042,2019,2,574
Tamil Nadu,600053,2019,2,574
Tamil Nadu,600116,2019,2,574
Tamil Nadu,641602,2019,3,574
Tamil Nadu,600100,2019,3,574
Tamil Nadu,635109,2019,3,574
Tamil Nadu,602105,2019,3,574
Tamil Nadu,600003,2019,3,574
Tamil Nadu,600056,2019,3,574
Tamil Nadu,635126,2019,3,574
Tamil Nadu,600042,2019,3,574
Tamil Nadu,600053,2019,3,574
Tamil Nadu,600116,2019,3,574
Tamil Nadu,641602,2019,4,574
Tamil Nadu,600100,2019,4,574
Tamil Nadu,635109,2019,4,574
Tamil Nadu,602105,2019,4,574
Tamil Nadu,600003,2019,4,574
Tamil Nadu,600056,2019,4,574
Tamil Nadu,635126,2019,4,574
Tamil Nadu,600042,2019,4,574
Tamil Nadu,600053,2019,4,574
Tamil Nadu,600116,2019,4,574
Tamil Nadu,641602,2020,1,574
Tamil Nadu,635109,2020,1,574
Tamil Nadu,600100,2020,1,574
Tamil Nadu,602105,2020,1,574
Tamil Nadu,600003,2020,1,574
Tamil Nadu,635126,2020,1,574
Tamil Nadu,600056,2020,1,574
Tamil Nadu,600053,2020,1,574
Tamil Nadu,600042,2020,1,574
Tamil Nadu,600116,2020,1,574
Tamil Nadu,641602,2020,2,574
Tamil Nadu,635109,2020,2,574
Tamil Nadu,600100,2020,2,574
Tamil Nadu,602105,2020,2,574
Tamil Nadu,600003,2020,2,574
Tamil Nadu,635126,2020,2,574
Tamil Nadu,600056,2020,2,574
Tamil Nadu,600053,2020,2,574
Tamil Nadu,600116,2020,2,574
Tamil Nadu,600042,2020,2,574
Tamil Nadu,641602,2020,3,574
Tamil Nadu,635109,2020,3,574
Tamil Nadu,602105,2020,3,574
Tamil Nadu,600100,2020,3,574
Tamil Nadu,600003,2020,3,574
Tamil Nadu,635126,2020,3,574
Tamil Nadu,600056,2020,3,574
Tamil Nadu,600053,2020,3,574
Tamil Nadu,600116,2020,3,574
Tamil Nadu,600042,2020,3,574
Tamil Nadu,641602,2020,4,574
Tamil Nadu,635109,2020,4,574
Tamil Nadu,602105,2020,4,574
Tamil Nadu,600100,2020,4,574
Tamil Nadu,635126,2020,4,574
Tamil Nadu,600003,2020,4,574
Tamil Nadu,600056,2020,4,574
Tamil Nadu,600053,2020,4,574
Tamil Nadu,600116,2020,4,574
Tamil Nadu,600042,2020,4,574
Tamil Nadu,641602,2021,1,574
Tamil Nadu,635109,2021,1,574
Tamil Nadu,602105,2021,1,574
Tamil Nadu,600100,2021,1,574
Tamil Nadu,635126,2021,1,574
Tamil Nadu,600056,2021,1,574
Tamil Nadu,600003,2021,1,574
Tamil Nadu,600053,2021,1,574
Tamil Nadu,600116,2021,1,574
Tamil Nadu,600042,2021,1,574
Tamil Nadu,641602,2021,2,574
Tamil Nadu,635109,2021,2,574
Tamil Nadu,602105,2021,2,574
Tamil Nadu,600100,2021,2,574
Tamil Nadu,635126,2021,2,574
Tamil Nadu,600056,2021,2,574
Tamil Nadu,600003,2021,2,574
Tamil Nadu,600053,2021,2,574
Tamil Nadu,600116,2021,2,574
Tamil Nadu,600042,2021,2,574
Tamil Nadu,641602,2021,3,574
Tamil Nadu,635109,2021,3,574
Tamil Nadu,602105,2021,3,574
Tamil Nadu,600100,2021,3,574
Tamil Nadu,635126,2021,3,574
Tamil Nadu,600056,2021,3,574
Tamil Nadu,600003,2021,3,574
Tamil Nadu,600053,2021,3,574
Tamil Nadu,600116,2021,3,574
Tamil Nadu,600042,2021,3,574
Tamil Nadu,641602,2021,4,574
Tamil Nadu,635109,2021,4,574
Tamil Nadu,602105,2021,4,574
Tamil Nadu,600100,2021,4,574
Tamil Nadu,635126,2021,4,574
Tamil Nadu,600056,2021,4,574
Tamil Nadu,600003,2021,4,574
Tamil Nadu,600053,2021,4,574
Tamil Nadu,600116,2021,4,574
Tamil Nadu,600042,2021,4,574
Tamil Nadu,641602,2022,1,574
Tamil Nadu,635109,2022,1,574
Tamil Nadu,602105,2022,1,574
Tamil Nadu,600100,2022,1,574
Tamil Nadu,635126,2022,1,574
Tamil Nadu,600056,2022,1,574
Tamil Nadu,600003,2022,1,574
Tamil Nadu,600053,2022,1,574
Tamil Nadu,600116,2022,1,574
Tamil Nadu,600042,2022,1,574
Tamil Nadu,641602,2022,2,574
Tamil Nadu,635109,2022,2,574
Tamil Nadu,602105,2022,2,574
Tamil Nadu,600100,2022,2,574
Tamil Nadu,635126,2022,2,574
Tamil Nadu,600056,2022,2,574
Tamil Nadu,600003,2022,2,574
Tamil Nadu,600053,2022,2,574
Tamil Nadu,600116,2022,2,574
Tamil Nadu,600042,2022,2,574
Tamil Nadu,641602,2022,3,574
Tamil Nadu,635109,2022,3,574
Tamil Nadu,602105,2022,3,574
Tamil Nadu,600100,2022,3,574
Tamil Nadu,635126,2022,3,574
Tamil Nadu,600056,2022,3,574
Tamil Nadu,600003,2022,3,574
Tamil Nadu,600053,2022,3,574
Tamil Nadu,600116,2022,3,574
Tamil Nadu,600042,2022,3,574
Tamil Nadu,641602,2022,4,574
Tamil Nadu,635109,2022,4,574
Tamil Nadu,602105,2022,4,574
Tamil Nadu,600100,2022,4,574
Tamil Nadu,635126,2022,4,574
Tamil Nadu,600056,2022,4,574
Tamil Nadu,600003,2022,4,574
Tamil Nadu,600053,2022,4,574
Tamil Nadu,600116,2022,4,574
Tamil Nadu,600042,2022,4,574
Tamil Nadu,641602,2023,1,574
Tamil Nadu,635109,2023,1,574
Tamil Nadu,602105,2023,1,574
Tamil Nadu,600100,2023,1,574
Tamil Nadu,635126,2023,1,574
Tamil Nadu,600056,2023,1,574
Tamil Nadu,600003,2023,1,574
Tamil Nadu,600053,2023,1,574
Tamil Nadu,600116,2023,1,574
Tamil Nadu,600042,2023,1,574
Tamil Nadu,641602,2023,2,574
Tamil Nadu,635109,2023,2,574
Tamil Nadu,602105,2023,2,574
Tamil Nadu,600100,2023,2,574
Tamil Nadu,635126,2023,2,574
Tamil Nadu,600056,2023,2,574
Tamil Nadu,600003,2023,2,574
Tamil Nadu,600053,2023,2,574
Tamil Nadu,600116,2023,2,574
Tamil Nadu,600042,2023,2,574
Tamil Nadu,641602,2023,3,574
Tamil Nadu,635109,2023,3,574
Tamil Nadu,602105,2023,3,574
Tamil Nadu,600100,2023,3,574
Tamil Nadu,635126,2023,3,574
Tamil Nadu,600056,2023,3,574
Tamil Nadu,600003,2023,3,574
Tamil Nadu,600053,2023,3,574
Tamil Nadu,600116,2023,3,574
Tamil Nadu,600042,2023,3,574
Tamil Nadu,641602,2023,4,574
Tamil Nadu,635109,2023,4,574
Tamil Nadu,602105,2023,4,574
Tamil Nadu,600100,2023,4,574
Tamil Nadu,635126,2023,4,574
Tamil Nadu,600056,2023,4,574
Tamil Nadu,600003,2023,4,574
Tamil Nadu,600053,2023,4,574
Tamil Nadu,600116,2023,4,574
Tamil Nadu,641687,2023,4,574
Tamil Nadu,641602,2024,1,574
Tamil Nadu,635109,2024,1,574
Tamil Nadu,602105,2024,1,574
Tamil Nadu,600100,2024,1,574
Tamil Nadu,635126,2024,1,574
Tamil Nadu,600056,2024,1,574
Tamil Nadu,600003,2024,1,574
Tamil Nadu,600053,2024,1,574
Tamil Nadu,600116,2024,1,574
Tamil Nadu,641687,2024,1,574
Tamil Nadu,641602,2024,2,574
Tamil Nadu,635109,2024,2,574
Tamil Nadu,602105,2024,2,574
Tamil Nadu,600100,2024,2,574
Tamil Nadu,635126,2024,2,574
Tamil Nadu,600056,2024,2,574
Tamil Nadu,600003,2024,2,574
Tamil Nadu,600053,2024,2,574
Tamil Nadu,600116,2024,2,574
Tamil Nadu,641687,2024,2,574
Tamil Nadu,635109,2024,3,574
Tamil Nadu,600100,2024,3,574
Tamil Nadu,602105,2024,3,574
Tamil Nadu,600044,2024,3,574
Tamil Nadu,641605,2024,3,574
Tamil Nadu,600014,2024,3,574
Tamil Nadu,600056,2024,3,574
Tamil Nadu,641603,2024,3,574
Tamil Nadu,641654,2024,3,574
Tamil Nadu,600042,2024,3,574
Tamil Nadu,635109,2024,4,574
Tamil Nadu,600100,2024,4,574
Tamil Nadu,602105,2024,4,574
Tamil Nadu,600044,2024,4,574
Tamil Nadu,641605,2024,4,574
Tamil Nadu,600014,2024,4,574
Tamil Nadu,600056,2024,4,574
Tamil Nadu,641603,2024,4,574
Tamil Nadu,641654,2024,4,574
Tamil Nadu,600042,2024,4,574
Telangana,500072,2018,1,574
Telangana,505001,2018,1,574
Telangana,500018,2018,1,574
Telangana,500081,2018,1,574
Telangana,500039,2018,1,574
Telangana,500016,2018,1,574
Telangana,500032,2018,1,574
Telangana,500055,2018,1,574
Telangana,502032,2018,1,574
Telangana,500037,2018,1,574
Telangana,500072,2018,2,574
Telangana,505001,2018,2,574
Telangana,500018,2018,2,574
Telangana,500081,2018,2,574
Telangana,500039,2018,2,574
Telangana,500016,2018,2,574
Telangana,500032,2018,2,574
Telangana,500055,2018,2,574
Telangana,502032,2018,2,574
Telangana,500037,2018,2,574
Telangana,500072,2018,3,574
Telangana,505001,2018,3,574
Telangana,500018,2018,3,574
Telangana,500081,2018,3,574
Telangana,500016,2018,3,574
Telangana,500032,2018,3,574
Telangana,500039,2018,3,574
Telangana,500055,2018,3,574
Telangana,500008,2018,3,574
Telangana,500037,2018,3,574
Telangana,500072,2018,4,574
Telangana,500018,2018,4,574
Telangana,505001,2018,4,574
Telangana,500016,2018,4,574
Telangana,500081,2018,4,574
Telangana,500055,2018,4,574
Telangana,500039,2018,4,574
Telangana,500032,2018,4,574
Telangana,500008,2018,4,574
Telangana,500037,2018,4,574
Telangana,500072,2019,1,574
Telangana,500018,2019,1,574
Telangana,505001,2019,1,574
Telangana,500055,2019,1,574
Telangana,500039,2019,1,574
Telangana,500016,2019,1,574
Telangana,500081,2019,1,574
Telangana,500008,2019,1,574
Telangana,500032,2019,1,574
Telangana,500037,2019,1,574
Telangana,500072,2019,2,574
Telangana,500018,2019,2,574
Telangana,505001,2019,2,574
Telangana,500055,2019,2,574
Telangana,500039,2019,2,574
Telangana,500008,2019,2,574
Telangana,500016,2019,2,574
Telangana,500037,2019,2,574
Telangana,500081,2019,2,574
Telangana,500032,2019,2,574
Telangana,500072,2019,3,574
Telangana,500018,2019,3,574
Telangana,505001,2019,3,574
Telangana,500055,2019,3,574
Telangana,500008,2019,3,574
Telangana,500039,2019,3,574
Telangana,500037,2019,3,574
Telangana,500016,2019,3,574
Telangana,500032,2019,3,574
Telangana,500081,2019,3,574
Telangana,500072,2019,4,574
Telangana,500018,2019,4,574
Telangana,505001,2019,4,574
Telangana,500055,2019,4,574
Telangana,500008,2019,4,574
Telangana,500039,2019,4,574
Telangana,500037,2019,4,574
Telangana,500016,2019,4,574
Telangana,500032,2019,4,574
Telangana,502032,2019,4,574
Telangana,500072,2020,1,574
Telangana,500018,2020,1,574
Telangana,505001,2020,1,574
Telangana,500008,2020,1,574
Telangana,500055,2020,1,574
Telangana,500039,2020,1,574
Telangana,500037,2020,1,574
Telangana,500016,2020,1,574
Telangana,502032,2020,1,574
Telangana,500032,2020,1,574
Telangana,500072,2020,2,574
Telangana,505001,2020,2,574
Telangana,500018,2020,2,574
Telangana,500008,2020,2,574
Telangana,500055,2020,2,574
Telangana,500039,2020,2,574
Telangana,500037,2020,2,574
Telangana,502032,2020,2,574
Telangana,500016,2020,2,574
Telangana,506002,2020,2,574
Telangana,500072,2020,3,574
Telangana,505001,2020,3,574
Telangana,500018,2020,3,574
Telangana,500008,2020,3,574
Telangana,500055,2020,3,574
Telangana,500039,2020,3,574
Telangana,500037,2020,3,574
Telangana,502032,2020,3,574
Telangana,506002,2020,3,574
Telangana,500016,2020,3,574
Telangana,500072,2020,4,574
Telangana,505001,2020,4,574
Telangana,500018,2020,4,574
Telangana,500008,2020,4,574
Telangana,500055,2020,4,574
Telangana,500037,2020,4,574
Telangana,500039,2020,4,574
Telangana,502032,2020,4,574
Telangana,506002,2020,4,574
Telangana,500013,2020,4,574
Telangana,500072,2021,1,574
Telangana,505001,2021,1,574
Telangana,500018,2021,1,574
Telangana,500008,2021,1,574
Telangana,500055,2021,1,574
Telangana,500037,2021,1,574
Telangana,500039,2021,1,574
Telangana,502032,2021,1,574
Telangana,506002,2021,1,574
Telangana,500013,2021,1,574
Telangana,500072,2021,2,574
Telangana,505001,2021,2,574
Telangana,500018,2021,2,574
Telangana,500008,2021,2,574
Telangana,500055,2021,2,574
Telangana,500037,2021,2,574
Telangana,500039,2021,2,574
Telangana,502032,2021,2,574
Telangana,506002,2021,2,574
Telangana,500013,2021,2,574
Telangana,500072,2021,3,574
Telangana,505001,2021,3,574
Telangana,500018,2021,3,574
Telangana,500008,2021,3,574
Telangana,500055,2021,3,574
Telangana,500037,2021,3,574
Telangana,500039,2021,3,574
Telangana,502032,2021,3,574
Telangana,506002,2021,3,574
Telangana,500013,2021,3,574
Telangana,500072,2021,4,574
Telangana,500018,2021,4,574
Telangana,505001,2021,4,574
Telangana,500008,2021,4,574
Telangana,500055,2021,4,574
Telangana,500037,2021,4,574
Telangana,500039,2021,4,574
Telangana,502032,2021,4,574
Telangana,506002,2021,4,574
Telangana,500013,2021,4,574
Telangana,500072,2022,1,574
Telangana,505001,2022,1,574
Telangana,500018,2022,1,574
Telangana,500008,2022,1,574
Telangana,500055,2022,1,574
Telangana,500037,2022,1,574
Telangana,500039,2022,1,574
Telangana,502032,2022,1,574
Telangana,506002,2022,1,574
Telangana,500013,2022,1,574
Telangana,500072,2022,2,574
Telangana,505001,2022,2,574
Telangana,500018,2022,2,574
Telangana,500008,2022,2,574
Telangana,500055,2022,2,574
Telangana,500037,2022,2,574
Telangana,500039,2022,2,574
Telangana,502032,2022,2,574
Telangana,506002,2022,2,574
Telangana,500013,2022,2,574
Telangana,500072,2022,3,574
Telangana,505001,2022,3,574
Telangana,500018,2022,3,574
Telangana,500008,2022,3,574
Telangana,500055,2022,3,574
Telangana,500037,2022,3,574
Telangana,500039,2022,3,574
Telangana,502032,2022,3,574
Telangana,506002,2022,3,574
Telangana,500013,2022,3,574
Telangana,500072,2022,4,574
Telangana,505001,2022,4,574
Telangana,500018,2022,4,574
Telangana,500008,2022,4,574
Telangana,500055,2022,4,574
Telangana,500037,2022,4,574
Telangana,500039,2022,4,574
Telangana,502032,2022,4,574
Telangana,506002,2022,4,574
Telangana,500013,2022,4,574
Telangana,500072,2023,1,574
Telangana,505001,2023,1,574
Telangana,500018,2023,1,574
Telangana,500008,2023,1,574
Telangana,500055,2023,1,574
Telangana,500037,2023,1,574
Telangana,500039,2023,1,574
Telangana,502032,2023,1,574
Telangana,506002,2023,1,574
Telangana,500013,2023,1,574
Telangana,500072,2023,2,574
Telangana,505001,2023,2,574
Telangana,500018,2023,2,574
Telangana,500008,2023,2,574
Telangana,500055,2023,2,574
Telangana,500037,2023,2,574
Telangana,500039,2023,2,574
Telangana,502032,2023,2,574
Telangana,506002,2023,2,574
Telangana,500013,2023,2,574
Telangana,500072,2023,3,574
Telangana,505001,2023,3,574
Telangana,500018,2023,3,574
Telangana,500008,2023,3,574
Telangana,500055,2023,3,574
Telangana,500037,2023,3,574
Telangana,500039,2023,3,574
Telangana,502032,2023,3,574
Telangana,506002,2023,3,574
Telangana,500013,2023,3,574
Telangana,500072,2023,4,574
Telangana,505001,2023,4,574
Telangana,500018,2023,4,574
Telangana,500008,2023,4,574
Telangana,500055,2023,4,574
Telangana,500037,2023,4,574
Telangana,500039,2023,4,574
Telangana,502032,2023,4,574
Telangana,506002,2023,4,574
Telangana,500013,2023,4,574
Telangana,500072,2024,1,574
Telangana,505001,2024,1,574
Telangana,500018,2024,1,574
Telangana,500008,2024,1,574
Telangana,500055,2024,1,574
Telangana,500037,2024,1,574
Telangana,500039,2024,1,574
Telangana,502032,2024,1,574
Telangana,506002,2024,1,574
Telangana,500013,2024,1,574
Telangana,500072,2024,2,574
Telangana,505001,2024,2,574
Telangana,500018,2024,2,574
Telangana,500008,2024,2,574
Telangana,500055,2024,2,574
Telangana,500037,2024,2,574
Telangana,500039,2024,2,574
Telangana,506002,2024,2,574
Telangana,502032,2024,2,574
Telangana,500013,2024,2,574
Telangana,500072,2024,3,574
Telangana,500008,2024,3,574
Telangana,500081,2024,3,574
Telangana,500055,2024,3,574
Telangana,505001,2024,3,574
Telangana,500018,2024,3,574
Telangana,502032,2024,3,574
Telangana,500049,2024,3,574
Telangana,500039,2024,3,574
Telangana,500090,2024,3,574
Telangana,500072,2024,4,574
Telangana,500081,2024,4,574
Telangana,500008,2024,4,574
Telangana,500055,2024,4,574
Telangana,505001,2024,4,574
Telangana,500018,2024,4,574
Telangana,502032,2024,4,574
Telangana,500049,2024,4,574
Telangana,500039,2024,4,574
Telangana,500090,2024,4,574
Tripura,799001,2018,1,574
Tripura,799003,2018,1,574
Tripura,799006,2018,1,574
Tripura,799007,2018,1,574
Tripura,799002,2018,1,574
Tripura,799004,2018,1,574
Tripura,799114,2018,1,574
Tripura,799102,2018,1,574
Tripura,799155,2018,1,574
Tripura,799205,2018,1,574
Tripura,799001,2018,2,574
Tripura,799003,2018,2,574
Tripura,799006,2018,2,574
Tripura,799002,2018,2,574
Tripura,799007,2018,2,574
Tripura,799004,2018,2,574
Tripura,799114,2018,2,574
Tripura,799102,2018,2,574
Tripura,799155,2018,2,574
Tripura,799205,2018,2,574
Tripura,799001,2018,3,574
Tripura,799003,2018,3,574
Tripura,799006,2018,3,574
Tripura,799002,2018,3,574
Tripura,799007,2018,3,574
Tripura,799155,2018,3,574
Tripura,799004,2018,3,574
Tripura,799102,2018,3,574
Tripura,799114,2018,3,574
Tripura,799205,2018,3,574
Tripura,799001,2018,4,574
Tripura,799003,2018,4,574
Tripura,799006,2018,4,574
Tripura,799002,2018,4,574
Tripura,799155,2018,4,574
Tripura,799007,2018,4,574
Tripura,799102,2018,4,574
Tripura,799114,2018,4,574
Tripura,799004,2018,4,574
Tripura,799205,2018,4,574
Tripura,799001,2019,1,574
Tripura,799003,2019,1,574
Tripura,799006,2019,1,574
Tripura,799002,2019,1,574
Tripura,799155,2019,1,574
Tripura,799114,2019,1,574
Tripura,799102,2019,1,574
Tripura,799007,2019,1,574
Tripura,799004,2019,1,574
Tripura,799205,2019,1,574
Tripura,799001,2019,2,574
Tripura,799003,2019,2,574
Tripura,799006,2019,2,574
Tripura,799002,2019,2,574
Tripura,799102,2019,2,574
Tripura,799114,2019,2,574
Tripura,799155,2019,2,574
Tripura,799004,2019,2,574
Tripura,799007,2019,2,574
Tripura,799205,2019,2,574
Tripura,799001,2019,3,574
Tripura,799003,2019,3,574
Tripura,799006,2019,3,574
Tripura,799002,2019,3,574
Tripura,799102,2019,3,574
Tripura,799114,2019,3,574
Tripura,799004,2019,3,574
Tripura,799007,2019,3,574
Tripura,799155,2019,3,574
Tripura,799205,2019,3,574
Tripura,799001,2019,4,574
Tripura,799003,2019,4,574
Tripura,799006,2019,4,574
Tripura,799002,2019,4,574
Tripura,799102,2019,4,574
Tripura,799114,2019,4,574
Tripura,799004,2019,4,574
Tripura,799155,2019,4,574
Tripura,799007,2019,4,574
Tripura,799205,2019,4,574
Tripura,799001,2020,1,574
Tripura,799003,2020,1,574
Tripura,799006,2020,1,574
Tripura,799002,2020,1,574
Tripura,799102,2020,1,574
Tripura,799114,2020,1,574
Tripura,799004,2020,1,574
Tripura,799155,2020,1,574
Tripura,799007,2020,1,574
Tripura,799205,2020,1,574
Tripura,799001,2020,2,574
Tripura,799003,2020,2,574
Tripura,799006,2020,2,574
Tripura,799102,2020,2,574
Tripura,799002,2020,2,574
Tripura,799114,2020,2,574
Tripura,799004,2020,2,574
Tripura,799155,2020,2,574
Tripura,799007,2020,2,574
Tripura,799205,2020,2,574
Tripura,799001,2020,3,574
Tripura,799003,2020,3,574
Tripura,799006,2020,3,574
Tripura,799102,2020,3,574
Tripura,799002,2020,3,574
Tripura,799114,2020,3,574
Tripura,799004,2020,3,574
Tripura,799155,2020,3,574
Tripura,799007,2020,3,574
Tripura,799205,2020,3,574
Tripura,799001,2020,4,574
Tripura,799003,2020,4,574
Tripura,799006,2020,4,574
Tripura,799102,2020,4,574
Tripura,799002,2020,4,574
Tripura,799114,2020,4,574
Tripura,799004,2020,4,574
Tripura,799155,2020,4,574
Tripura,799007,2020,4,574
Tripura,799205,2020,4,574
Tripura,799001,2021,1,574
Tripura,799003,2021,1,574
Tripura,799006,2021,1,574
Tripura,799102,2021,1,574
Tripura,799002,2021,1,574
Tripura,799114,2021,1,574
Tripura,799004,2021,1,574
Tripura,799155,2021,1,574
Tripura,799007,2021,1,574
Tripura,799205,2021,1,574
Tripura,799001,2021,2,574
Tripura,799003,2021,2,574
Tripura,799006,2021,2,574
Tripura,799102,2021,2,574
Tripura,799002,2021,2,574
Tripura,799114,2021,2,574
Tripura,799004,2021,2,574
Tripura,799155,2021,2,574
Tripura,799007,2021,2,574
Tripura,799205,2021,2,574
Tripura,799001,2021,3,574
Tripura,799003,2021,3,574
Tripura,799006,2021,3,574
Tripura,799102,2021,3,574
Tripura,799002,2021,3,574
Tripura,799114,2021,3,574
Tripura,799004,2021,3,574
Tripura,799155,2021,3,574
Tripura,799007,2021,3,574
Tripura,799205,2021,3,574
Tripura,799001,2021,4,574
Tripura,799003,2021,4,574
Tripura,799006,2021,4,574
Tripura,799102,2021,4,574
Tripura,799002,2021,4,574
Tripura,799114,2021,4,574
Tripura,799004,2021,4,574
Tripura,799155,2021,4,574
Tripura,799007,2021,4,574
Tripura,799205,2021,4,574
Tripura,799001,2022,1,574
Tripura,799003,2022,1,574
Tripura,799006,2022,1,574
Tripura,799102,2022,1,574
Tripura,799002,2022,1,574
Tripura,799114,2022,1,574
Tripura,799004,2022,1,574
Tripura,799155,2022,1,574
Tripura,799007,2022,1,574
Tripura,799205,2022,1,574
Tripura,799001,2022,2,574
Tripura,799003,2022,2,574
Tripura,799006,2022,2,574
Tripura,799102,2022,2,574
Tripura,799114,2022,2,574
Tripura,799002,2022,2,574
Tripura,799004,2022,2,574
Tripura,799155,2022,2,574
Tripura,799007,2022,2,574
Tripura,799205,2022,2,574
Tripura,799001,2022,3,574
Tripura,799003,2022,3,574
Tripura,799006,2022,3,574
Tripura,799102,2022,3,574
Tripura,799114,2022,3,574
Tripura,799002,2022,3,574
Tripura,799004,2022,3,574
Tripura,799155,2022,3,574
Tripura,799007,2022,3,574
Tripura,799205,2022,3,574
Tripura,799001,2022,4,574
Tripura,799003,2022,4,574
Tripura,799006,2022,4,574
Tripura,799102,2022,4,574
Tripura,799114,2022,4,574
Tripura,799002,2022,4,574
Tripura,799004,2022,4,574
Tripura,799155,2022,4,574
Tripura,799007,2022,4,574
Tripura,799205,2022,4,574
Tripura,799001,2023,1,574
Tripura,799003,2023,1,574
Tripura,799006,2023,1,574
Tripura,799102,2023,1,574
Tripura,799114,2023,1,574
Tripura,799002,2023,1,574
Tripura,799004,2023,1,574
Tripura,799155,2023,1,574
Tripura,799007,2023,1,574
Tripura,799205,2023,1,574
Tripura,799001,2023,2,574
Tripura,799003,2023,2,574
Tripura,799006,2023,2,574
Tripura,799102,2023,2,574
Tripura,799114,2023,2,574
Tripura,799002,2023,2,574
Tripura,799004,2023,2,574
Tripura,799155,2023,2,574
Tripura,799007,2023,2,574
Tripura,799205,2023,2,574
Tripura,799001,2023,3,574
Tripura,799003,2023,3,574
Tripura,799006,2023,3,574
Tripura,799102,2023,3,574
Tripura,799114,2023,3,574
Tripura,799002,2023,3,574
Tripura,799004,2023,3,574
Tripura,799155,2023,3,574
Tripura,799007,2023,3,574
Tripura,799205,2023,3,574
Tripura,799001,2023,4,574
Tripura,799003,2023,4,574
Tripura,799006,2023,4,574
Tripura,799102,2023,4,574
Tripura,799114,2023,4,574
Tripura,799002,2023,4,574
Tripura,799004,2023,4,574
Tripura,799155,2023,4,574
Tripura,799007,2023,4,574
Tripura,799205,2023,4,574
Tripura,799001,2024,1,574
Tripura,799003,2024,1,574
Tripura,799006,2024,1,574
Tripura,799102,2024,1,574
Tripura,799114,2024,1,574
Tripura,799002,2024,1,574
Tripura,799004,2024,1,574
Tripura,799155,2024,1,574
Tripura,799007,2024,1,574
Tripura,799205,2024,1,574
Tripura,799001,2024,2,574
Tripura,799003,2024,2,574
Tripura,799006,2024,2,574
Tripura,799102,2024,2,574
Tripura,799114,2024,2,574
Tripura,799002,2024,2,574
Tripura,799004,2024,2,574
Tripura,799155,2024,2,574
Tripura,799007,2024,2,574
Tripura,799205,2024,2,574
Tripura,799002,2024,3,574
Tripura,799014,2024,3,574
Tripura,799001,2024,3,574
Tripura,799003,2024,3,574
Tripura,799102,2024,3,574
Tripura,799045,2024,3,574
Tripura,799131,2024,3,574
Tripura,799004,2024,3,574
Tripura,799155,2024,3,574
Tripura,799250,2024,3,574
Tripura,799002,2024,4,574
Tripura,799014,2024,4,574
Tripura,799001,2024,4,574
Tripura,799003,2024,4,574
Tripura,799102,2024,4,574
Tripura,799045,2024,4,574
Tripura,799131,2024,4,574
Tripura,799004,2024,4,574
Tripura,799155,2024,4,574
Tripura,799250,2024,4,574
Uttar Pradesh,201301,2018,1,574
Uttar Pradesh,201307,2018,1,574
Uttar Pradesh,201009,2018,1,574
Uttar Pradesh,211002,2018,1,574
Uttar Pradesh,201318,2018,1,574
Uttar Pradesh,201308,2018,1,574
Uttar Pradesh,250001,2018,1,574
Uttar Pradesh,201014,2018,1,574
Uttar Pradesh,226010,2018,1,574
Uttar Pradesh,201304,2018,1,574
Uttar Pradesh,201301,2018,2,574
Uttar Pradesh,201307,2018,2,574
Uttar Pradesh,201009,2018,2,574
Uttar Pradesh,211002,2018,2,574
Uttar Pradesh,201318,2018,2,574
Uttar Pradesh,250001,2018,2,574
Uttar Pradesh,201308,2018,2,574
Uttar Pradesh,226010,2018,2,574
Uttar Pradesh,201014,2018,2,574
Uttar Pradesh,201304,2018,2,574
Uttar Pradesh,201301,2018,3,574
Uttar Pradesh,201307,2018,3,574
Uttar Pradesh,201009,2018,3,574
Uttar Pradesh,211002,2018,3,574
Uttar Pradesh,201318,2018,3,574
Uttar Pradesh,250001,2018,3,574
Uttar Pradesh,201308,2018,3,574
Uttar Pradesh,201014,2018,3,574
Uttar Pradesh,226010,2018,3,574
Uttar Pradesh,201304,2018,3,574
Uttar Pradesh,201301,2018,4,574
