State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Maharashtra,2021,4,Dhule District,7402020,13203246956.782043
Maharashtra,2021,4,Wardha District,3741381,5948081630.188509
Maharashtra,2021,4,Parbhani District,8899067,13987558040.08242
Maharashtra,2021,4,Mumbai Suburban District,92733033,134616103622.6073
Maharashtra,2021,4,Hingoli District,2951247,5448438919.118406
Maharashtra,2021,4,Ratnagiri District,2267617,3804549056.2868958
Maharashtra,2021,4,Nanded District,12362404,23236313336.13468
Maharashtra,2021,4,Osmanabad District,8478583,14851847464.126001
Maharashtra,2021,4,Nagpur District,37294016,55504861303.1382
Maharashtra,2021,4,Buldhana District,9965367,18366614804.863438
Maharashtra,2021,4,Nashik District,50753398,77325087055.88705
Maharashtra,2021,4,Akola District,5575093,9105402246.049797
Maharashtra,2021,4,Yavatmal District,6325995,11009717772.045103
Maharashtra,2021,4,Aurangabad District,42089766,58225600205.240555
Maharashtra,2021,4,Amravati District,10748480,18826698543.57356
Maharashtra,2021,4,Washim District,58312102,108918964843.63312
Maharashtra,2021,4,Sangli District,11336302,19350815032.954494
Maharashtra,2021,4,Gadchiroli District,2019389,3876064979.5170345
Maharashtra,2021,4,Raigad District,19999796,27241010089.09033
Maharashtra,2021,4,Palghar District,15141805,21820045142.227596
Maharashtra,2021,4,Jalna District,8350020,14344117826.989296
Maharashtra,2021,4,Gondia District,2933396,5371056519.087561
Maharashtra,2021,4,Ahmednagar District,30809337,53652623922.42543
Maharashtra,2021,4,Pune District,371337618,454584743765.0556
Maharashtra,2021,4,Beed District,10966370,21562077522.84112
Maharashtra,2021,4,Satara District,15943920,22557502388.35908
Maharashtra,2022,1,Jalgaon District,17757988,30555178757.005997
Maharashtra,2022,1,Latur District,15356835,23856260979.2032
Maharashtra,2022,1,Thane District,66420329,91604299445.99771
Maharashtra,2022,1,Bhandara District,3461274,6404864501.433441
Maharashtra,2022,1,Nandurbar District,3622329,7060445513.077811
Maharashtra,2022,1,Chandrapur District,8245169,12334491815.90076
Maharashtra,2022,1,Kolhapur District,17433041,26386491968.922462
Maharashtra,2022,1,Solapur District,35130037,62436627060.52482
Maharashtra,2022,1,Mumbai District,17957610,30021552307.219616
Maharashtra,2022,1,Sindhudurg District,1428957,2551979373.6666465
Maharashtra,2022,1,Dhule District,8541986,14920655481.690989
Maharashtra,2022,1,Wardha District,4351919,6817775708.436135
Maharashtra,2022,1,Parbhani District,10320054,15871955896.827192
Maharashtra,2022,1,Mumbai Suburban District,104595313,148080835860.6061
Maharashtra,2022,1,Hingoli District,3618468,6309169659.7158165
Maharashtra,2022,1,Ratnagiri District,2707601,4494723116.141416
Maharashtra,2022,1,Nanded District,14832112,26944854915.835846
Maharashtra,2022,1,Osmanabad District,9757272,17024101045.584564
Maharashtra,2022,1,Nagpur District,43072958,63065806665.247505
Maharashtra,2022,1,Buldhana District,11747608,20901275712.18042
Maharashtra,2022,1,Nashik District,59914404,89903593917.99501
Maharashtra,2022,1,Akola District,6689313,10723857464.538498
Maharashtra,2022,1,Yavatmal District,7555408,12885201280.952847
Maharashtra,2022,1,Aurangabad District,48288544,66140008400.38048
Maharashtra,2022,1,Amravati District,12901295,21513429781.136066
Maharashtra,2022,1,Washim District,73700274,136398563399.82826
Maharashtra,2022,1,Sangli District,13407114,22867674942.154476
Maharashtra,2022,1,Gadchiroli District,2430940,4667653819.06547
Maharashtra,2022,1,Raigad District,22836136,30642123149.62334
Maharashtra,2022,1,Palghar District,17329583,24541321852.48381
Maharashtra,2022,1,Jalna District,9770142,16932733608.18157
Maharashtra,2022,1,Gondia District,3447926,6533829706.610294
Maharashtra,2022,1,Ahmednagar District,35927347,61917805949.94818
Maharashtra,2022,1,Pune District,424149132,508475101454.5798
Maharashtra,2022,1,Beed District,12794151,24332097862.902313
Maharashtra,2022,1,Satara District,18005869,25280931605.5211
Maharashtra,2022,2,Jalgaon District,20794365,36575989749.60019
Maharashtra,2022,2,Latur District,18128124,28958359286.009148
Maharashtra,2022,2,Thane District,76359706,103706480304.36014
Maharashtra,2022,2,Bhandara District,4092003,7232792765.616951
Maharashtra,2022,2,Nandurbar District,4250672,8304946450.368532
Maharashtra,2022,2,Chandrapur District,9797860,14673749839.352476
Maharashtra,2022,2,Kolhapur District,20243542,30132865372.25327
Maharashtra,2022,2,Solapur District,41690075,74367210007.30444
Maharashtra,2022,2,Mumbai District,21906382,34652240504.3772
Maharashtra,2022,2,Sindhudurg District,1651248,2911299845.9586983
Maharashtra,2022,2,Dhule District,10013481,17251071062.99606
Maharashtra,2022,2,Wardha District,5184451,8180933329.541675
Maharashtra,2022,2,Parbhani District,12237389,19217813799.99737
Maharashtra,2022,2,Mumbai Suburban District,125227570,172590494011.93735
Maharashtra,2022,2,Hingoli District,4251385,7588716856.174571
Maharashtra,2022,2,Ratnagiri District,3132835,5132970050.331276
Maharashtra,2022,2,Nanded District,17724135,32660155636.068184
Maharashtra,2022,2,Osmanabad District,11489907,20295780297.440277
Maharashtra,2022,2,Nagpur District,52065290,75751126721.70934
Maharashtra,2022,2,Buldhana District,13912064,24793582296.679222
Maharashtra,2022,2,Nashik District,69128782,103031323327.35526
Maharashtra,2022,2,Akola District,7921437,12695451606.799038
Maharashtra,2022,2,Yavatmal District,9164377,15619715763.357622
Maharashtra,2022,2,Aurangabad District,55248137,75915458866.51474
Maharashtra,2022,2,Amravati District,15342341,24924375837.132645
Maharashtra,2022,2,Washim District,98129806,175926949614.37338
Maharashtra,2022,2,Sangli District,15400605,25758452266.26726
Maharashtra,2022,2,Gadchiroli District,2879207,5569253888.01551
Maharashtra,2022,2,Raigad District,26465986,34460851150.86925
Maharashtra,2022,2,Palghar District,19395512,26988617829.23101
Maharashtra,2022,2,Jalna District,11306875,19653230057.995495
Maharashtra,2022,2,Gondia District,4154419,7653207776.307781
Maharashtra,2022,2,Ahmednagar District,42201172,72250021262.47775
Maharashtra,2022,2,Pune District,520321567,620747087392.5974
Maharashtra,2022,2,Beed District,15497524,30601828692.245453
Maharashtra,2022,2,Satara District,20822882,29497978656.27469
Maharashtra,2022,3,Jalgaon District,21047727,34617511595.944435
Maharashtra,2022,3,Latur District,17812129,26257685563.770798
Maharashtra,2022,3,Thane District,80605581,103768554261.10455
Maharashtra,2022,3,Bhandara District,4087395,6757463930.95363
Maharashtra,2022,3,Nandurbar District,4162280,7210686511.24055
Maharashtra,2022,3,Chandrapur District,9596226,13325464158.332045
Maharashtra,2022,3,Kolhapur District,24897514,35290411636.7214
Maharashtra,2022,3,Solapur District,43898093,73768556417.1306
Maharashtra,2022,3,Mumbai District,72051672,98270574413.60028
Maharashtra,2022,3,Sindhudurg District,1433464,2330071830.4643617
Maharashtra,2022,3,Dhule District,9760928,16123090143.384521
Maharashtra,2022,3,Wardha District,5641625,8211699040.492932
Maharashtra,2022,3,Parbhani District,9856335,15073054825.293736
Maharashtra,2022,3,Mumbai Suburban District,197724164,247678975470.48975
Maharashtra,2022,3,Hingoli District,4340017,6879672883.17294
Maharashtra,2022,3,Ratnagiri District,3379494,4901770245.492907
Maharashtra,2022,3,Nanded District,18419096,30054993788.27726
Maharashtra,2022,3,Osmanabad District,11529406,18578961710.001026
Maharashtra,2022,3,Nagpur District,73292524,101188934110.4972
Maharashtra,2022,3,Buldhana District,14234928,22499077830.3584
Maharashtra,2022,3,Nashik District,75574380,109529218251.08427
Maharashtra,2022,3,Akola District,8839710,12866344717.433132
Maharashtra,2022,3,Yavatmal District,10601620,16269071013.621933
Maharashtra,2022,3,Aurangabad District,59756919,78617594736.37457
Maharashtra,2022,3,Amravati District,17634270,27223482345.117237
Maharashtra,2022,3,Washim District,17502495,31020762468.647434
Maharashtra,2022,3,Sangli District,17044884,26797586211.873547
Maharashtra,2022,3,Gadchiroli District,2957701,5179151794.127684
Maharashtra,2022,3,Raigad District,28475145,36394835874.96222
Maharashtra,2022,3,Palghar District,21251118,27858158775.203857
Maharashtra,2022,3,Jalna District,11721876,19006868142.519974
Maharashtra,2022,3,Gondia District,4236959,7259174997.297247
Maharashtra,2022,3,Ahmednagar District,42461860,70593347849.70448
Maharashtra,2022,3,Pune District,505018506,549531791371.8348
Maharashtra,2022,3,Beed District,15769922,29258345493.697945
Maharashtra,2022,3,Satara District,19771454,27386242964.314114
Maharashtra,2022,4,Jalgaon District,24441243,40517965270.04435
Maharashtra,2022,4,Latur District,20623462,30658727472.04145
Maharashtra,2022,4,Thane District,96634264,120463884034.54527
Maharashtra,2022,4,Bhandara District,5270967,8540677015.448907
Maharashtra,2022,4,Nandurbar District,5572337,9126918822.196335
Maharashtra,2022,4,Chandrapur District,12283830,17204912500.024567
Maharashtra,2022,4,Kolhapur District,29228843,40981314698.61918
Maharashtra,2022,4,Solapur District,49452868,83291615226.59082
Maharashtra,2022,4,Mumbai District,75229421,102451767492.8262
Maharashtra,2022,4,Sindhudurg District,1712359,2782675279.823016
Maharashtra,2022,4,Dhule District,11758841,19363163562.56085
Maharashtra,2022,4,Wardha District,6408966,9434313416.12473
Maharashtra,2022,4,Parbhani District,11428317,17658440737.31428
Maharashtra,2022,4,Mumbai Suburban District,248827345,310278216439.5166
Maharashtra,2022,4,Hingoli District,4938947,8011969252.23546
Maharashtra,2022,4,Ratnagiri District,4187852,6141314534.311142
Maharashtra,2022,4,Nanded District,22110992,36598174602.17857
Maharashtra,2022,4,Osmanabad District,13538711,22307513856.264217
Maharashtra,2022,4,Nagpur District,82944788,116240666679.72601
Maharashtra,2022,4,Buldhana District,16400739,26195814509.12958
Maharashtra,2022,4,Nashik District,95624463,138499252102.65778
Maharashtra,2022,4,Akola District,10468300,15615681678.381273
Maharashtra,2022,4,Yavatmal District,12034565,18674258813.040672
Maharashtra,2022,4,Aurangabad District,67307091,90151467648.57759
Maharashtra,2022,4,Amravati District,21183979,33412668570.328377
Maharashtra,2022,4,Washim District,5525504,8785703923.956085
Maharashtra,2022,4,Sangli District,19941978,31162211677.017326
Maharashtra,2022,4,Gadchiroli District,3487868,6144813641.39834
Maharashtra,2022,4,Raigad District,32354836,40318975044.959946
Maharashtra,2022,4,Palghar District,24405823,31394133934.02125
Maharashtra,2022,4,Jalna District,12883252,20770728449.761806
Maharashtra,2022,4,Gondia District,4897879,8274042899.5504055
Maharashtra,2022,4,Ahmednagar District,50187075,84188481406.43468
Maharashtra,2022,4,Pune District,544687754,590334491443.0928
Maharashtra,2022,4,Beed District,17664451,32278259899.815784
Maharashtra,2022,4,Satara District,23125362,32215623082.643204
Maharashtra,2023,1,Jalgaon District,38623435,61341010913.0
Maharashtra,2023,1,Latur District,35158548,49084964636.0
Maharashtra,2023,1,Thane District,142097640,164652846524.0
Maharashtra,2023,1,Bhandara District,7547790,12694847227.0
Maharashtra,2023,1,Nandurbar District,8430736,14050704312.0
Maharashtra,2023,1,Chandrapur District,18577094,25598818006.0
Maharashtra,2023,1,Kolhapur District,34958486,47429221437.0
Maharashtra,2023,1,Solapur District,78530550,129110342469.0
Maharashtra,2023,1,Mumbai District,45774016,60530759966.0
Maharashtra,2023,1,Sindhudurg District,2710982,4162122806.0
Maharashtra,2023,1,Dhule District,18707553,29608854638.0
Maharashtra,2023,1,Wardha District,9686307,13865514215.0
Maharashtra,2023,1,Parbhani District,17271660,25877465140.0
Maharashtra,2023,1,Mumbai Suburban District,119452769,138677680552.0
Maharashtra,2023,1,Hingoli District,8685933,13136815207.0
Maharashtra,2023,1,Ratnagiri District,5377285,7625526219.0
Maharashtra,2023,1,Nanded District,35403216,56316419080.0
Maharashtra,2023,1,Osmanabad District,21559939,34320473293.0
Maharashtra,2023,1,Nagpur District,87172881,116369650409.0
Maharashtra,2023,1,Buldhana District,25016513,39188670455.0
Maharashtra,2023,1,Nashik District,119376880,167693934792.0
Maharashtra,2023,1,Akola District,15331681,22237521926.0
Maharashtra,2023,1,Yavatmal District,18270826,27373429492.0
Maharashtra,2023,1,Aurangabad District,95131875,121063237188.0
Maharashtra,2023,1,Amravati District,28366757,42808116309.0
Maharashtra,2023,1,Washim District,9081915,13734807753.0
Maharashtra,2023,1,Sangli District,28688837,44817250461.0
Maharashtra,2023,1,Gadchiroli District,5702009,9728601846.0
Maharashtra,2023,1,Raigad District,50072751,58510274697.0
Maharashtra,2023,1,Palghar District,37732488,46209116176.0
Maharashtra,2023,1,Jalna District,21617002,33979501349.0
Maharashtra,2023,1,Gondia District,8055392,13740824732.0
Maharashtra,2023,1,Ahmednagar District,78198945,127588673135.0
Maharashtra,2023,1,Pune District,505841046,489824129517.0
Maharashtra,2023,1,Beed District,29176974,50233010150.0
Maharashtra,2023,1,Satara District,36879788,49100769032.0
Maharashtra,2023,2,Jalgaon District,43918929,69143178468.0
Maharashtra,2023,2,Latur District,39755669,56437687102.0
Maharashtra,2023,2,Thane District,155714593,178939371434.0
Maharashtra,2023,2,Bhandara District,8772364,14542894283.0
Maharashtra,2023,2,Nandurbar District,9729146,15801530018.0
Maharashtra,2023,2,Chandrapur District,21125219,28796861535.0
Maharashtra,2023,2,Kolhapur District,38284895,50983300644.0
Maharashtra,2023,2,Solapur District,88308858,140499967071.0
Maharashtra,2023,2,Mumbai District,50518947,64178064613.0
Maharashtra,2023,2,Sindhudurg District,3206946,4994087558.0
Maharashtra,2023,2,Dhule District,21311364,32657563897.0
Maharashtra,2023,2,Wardha District,11018651,15725149078.0
Maharashtra,2023,2,Parbhani District,20113729,29564795893.0
Maharashtra,2023,2,Mumbai Suburban District,130857450,148410175880.0
Maharashtra,2023,2,Hingoli District,10210748,15096901996.0
Maharashtra,2023,2,Ratnagiri District,6003448,8454328736.0
Maharashtra,2023,2,Nanded District,41039783,65861160572.0
Maharashtra,2023,2,Osmanabad District,24996830,38698944859.0
Maharashtra,2023,2,Nagpur District,97521493,129504759626.0
Maharashtra,2023,2,Buldhana District,29278971,45401769170.0
Maharashtra,2023,2,Nashik District,135966489,184867119659.0
Maharashtra,2023,2,Akola District,17501058,25163689217.0
Maharashtra,2023,2,Yavatmal District,21384758,31432158097.0
Maharashtra,2023,2,Aurangabad District,105820511,132952857337.0
Maharashtra,2023,2,Amravati District,32364745,47513217418.0
Maharashtra,2023,2,Washim District,10672777,15839093691.0
Maharashtra,2023,2,Sangli District,31753332,47671264598.0
Maharashtra,2023,2,Gadchiroli District,6511653,10972942391.0
Maharashtra,2023,2,Raigad District,55379671,63261035124.0
Maharashtra,2023,2,Palghar District,40593300,48523737919.0
Maharashtra,2023,2,Jalna District,25426010,39055254952.0
Maharashtra,2023,2,Gondia District,9289985,15203836441.0
Maharashtra,2023,2,Ahmednagar District,88553642,139707887255.0
Maharashtra,2023,2,Pune District,554427668,535801107518.0
Maharashtra,2023,2,Beed District,34709080,59796330775.0
Maharashtra,2023,2,Satara District,41675136,54550581643.0
Maharashtra,2023,3,Jalgaon District,48358266,70702094558.0
Maharashtra,2023,3,Latur District,44567363,56992689924.0
Maharashtra,2023,3,Thane District,170404523,188843145118.0
Maharashtra,2023,3,Bhandara District,9507268,14348573669.0
Maharashtra,2023,3,Nandurbar District,10930709,15681662881.0
Maharashtra,2023,3,Chandrapur District,23759793,29770727981.0
Maharashtra,2023,3,Kolhapur District,40915113,52781796413.0
Maharashtra,2023,3,Solapur District,98314808,147822590848.0
Maharashtra,2023,3,Mumbai District,56384940,66929058697.0
Maharashtra,2023,3,Sindhudurg District,2892061,4115833896.0
Maharashtra,2023,3,Dhule District,23380569,33869085263.0
Maharashtra,2023,3,Wardha District,12151834,15925275599.0
Maharashtra,2023,3,Parbhani District,22755644,30069003790.0
Maharashtra,2023,3,Mumbai Suburban District,144408431,156083806649.0
Maharashtra,2023,3,Hingoli District,11484068,15517454106.0
Maharashtra,2023,3,Ratnagiri District,5622567,7363013925.0
Maharashtra,2023,3,Nanded District,46088967,66389759382.0
Maharashtra,2023,3,Osmanabad District,27508444,38968719335.0
Maharashtra,2023,3,Nagpur District,109330463,135597965489.0
Maharashtra,2023,3,Buldhana District,32646975,45954816772.0
Maharashtra,2023,3,Nashik District,147156281,195436937930.0
Maharashtra,2023,3,Akola District,20181903,26504660325.0
Maharashtra,2023,3,Yavatmal District,24242272,32816183042.0
Maharashtra,2023,3,Aurangabad District,119425478,142507066152.0
Maharashtra,2023,3,Amravati District,35853205,49570681008.0
Maharashtra,2023,3,Washim District,11893946,16053693555.0
Maharashtra,2023,3,Sangli District,34485535,49083006957.0
Maharashtra,2023,3,Gadchiroli District,7347453,11526124099.0
Maharashtra,2023,3,Raigad District,59850699,66276827966.0
Maharashtra,2023,3,Palghar District,44864230,51221476224.0
Maharashtra,2023,3,Jalna District,28577430,40437582186.0
Maharashtra,2023,3,Gondia District,10129312,15600745253.0
Maharashtra,2023,3,Ahmednagar District,97743482,150892376443.0
Maharashtra,2023,3,Pune District,625390706,593994260196.0
Maharashtra,2023,3,Beed District,39245244,62312021984.0
Maharashtra,2023,3,Satara District,42878605,54211466626.0
Maharashtra,2023,4,Jalgaon District,56626744,83558825366.0
Maharashtra,2023,4,Latur District,51515559,67004660096.0
Maharashtra,2023,4,Thane District,192539402,209015388352.0
Maharashtra,2023,4,Bhandara District,10737914,16669952096.0
Maharashtra,2023,4,Nandurbar District,12540037,18026751711.0
Maharashtra,2023,4,Chandrapur District,27262447,34464247488.0
Maharashtra,2023,4,Kolhapur District,46837332,59433249423.0
Maharashtra,2023,4,Solapur District,113841137,169065426325.0
Maharashtra,2023,4,Mumbai District,64843921,77317355777.0
Maharashtra,2023,4,Sindhudurg District,3531265,4881507372.0
Maharashtra,2023,4,Dhule District,27088875,39264603039.0
Maharashtra,2023,4,Wardha District,13966269,18471518870.0
Maharashtra,2023,4,Parbhani District,26454533,35441901880.0
Maharashtra,2023,4,Mumbai Suburban District,161597277,173236147615.0
Maharashtra,2023,4,Hingoli District,13218678,18055009169.0
Maharashtra,2023,4,Ratnagiri District,6788049,8758336510.0
Maharashtra,2023,4,Nanded District,54251071,78641406813.0
Maharashtra,2023,4,Osmanabad District,32505156,46449268299.0
Maharashtra,2023,4,Nagpur District,121596100,153904001716.0
Maharashtra,2023,4,Buldhana District,37958556,53146748140.0
Maharashtra,2023,4,Nashik District,164191962,220053696049.0
Maharashtra,2023,4,Akola District,23704617,31627934548.0
Maharashtra,2023,4,Yavatmal District,27896072,37429093121.0
Maharashtra,2023,4,Aurangabad District,134713801,160937462757.0
Maharashtra,2023,4,Amravati District,41791258,60301878042.0
Maharashtra,2023,4,Washim District,13823235,18775640420.0
Maharashtra,2023,4,Sangli District,39227064,54938828801.0
Maharashtra,2023,4,Gadchiroli District,8362085,12766221031.0
Maharashtra,2023,4,Raigad District,68647056,73428232667.0
Maharashtra,2023,4,Palghar District,52378331,58510579807.0
Maharashtra,2023,4,Jalna District,32077537,45184767337.0
Maharashtra,2023,4,Gondia District,11428528,17521020253.0
Maharashtra,2023,4,Ahmednagar District,111100461,170720443844.0
Maharashtra,2023,4,Pune District,673819127,639679187750.0
Maharashtra,2023,4,Beed District,42799858,68635770832.0
Maharashtra,2023,4,Satara District,50501411,62697871642.0
Maharashtra,2024,1,Jalgaon District,63713113,92902932567.0
Maharashtra,2024,1,Latur District,58225672,73604502775.0
Maharashtra,2024,1,Thane District,202824955,215591541310.0
Maharashtra,2024,1,Bhandara District,12169562,19124669567.0
Maharashtra,2024,1,Nandurbar District,14180355,21195383978.0
Maharashtra,2024,1,Chandrapur District,30822812,39376663958.0
Maharashtra,2024,1,Kolhapur District,50890243,62836939651.0
Maharashtra,2024,1,Solapur District,127991531,186810705530.0
Maharashtra,2024,1,Mumbai District,69196322,80735270673.0
Maharashtra,2024,1,Sindhudurg District,3878879,5395551249.0
Maharashtra,2024,1,Dhule District,30409559,44244153434.0
Maharashtra,2024,1,Wardha District,15749995,21227360350.0
Maharashtra,2024,1,Parbhani District,31107879,41774626438.0
Maharashtra,2024,1,Mumbai Suburban District,169180881,179594285523.0
Maharashtra,2024,1,Hingoli District,15406519,20670723218.0
Maharashtra,2024,1,Ratnagiri District,7469641,9517328651.0
Maharashtra,2024,1,Nanded District,63503663,91004708916.0
Maharashtra,2024,1,Osmanabad District,36186015,51472469877.0
Maharashtra,2024,1,Nagpur District,131824873,166124581502.0
Maharashtra,2024,1,Buldhana District,43875579,62134019734.0
Maharashtra,2024,1,Nashik District,181839029,240375082446.0
Maharashtra,2024,1,Akola District,27239223,36713100198.0
Maharashtra,2024,1,Yavatmal District,31658838,43002314365.0
Maharashtra,2024,1,Aurangabad District,152755419,181384155116.0
Maharashtra,2024,1,Amravati District,47301831,66444536197.0
Maharashtra,2024,1,Washim District,16195674,21916420452.0
Maharashtra,2024,1,Sangli District,43734313,60767234392.0
Maharashtra,2024,1,Gadchiroli District,9594694,14465276793.0
Maharashtra,2024,1,Raigad District,73173175,76906252628.0
Maharashtra,2024,1,Palghar District,56863042,62525280251.0
Maharashtra,2024,1,Jalna District,38189994,55027360463.0
Maharashtra,2024,1,Gondia District,12925932,19872202147.0
Maharashtra,2024,1,Ahmednagar District,126557856,188324218977.0
Maharashtra,2024,1,Pune District,733071386,673821354148.0
Maharashtra,2024,1,Beed District,51102983,79891592593.0
Maharashtra,2024,1,Satara District,54959044,66124094789.0
Maharashtra,2024,2,Jalgaon District,71748470,103772144582.0
Maharashtra,2024,2,Latur District,63278836,81295612998.0
Maharashtra,2024,2,Thane District,219030396,226000030934.0
Maharashtra,2024,2,Bhandara District,13703848,20767932721.0
Maharashtra,2024,2,Nandurbar District,15713904,22868204029.0
Maharashtra,2024,2,Chandrapur District,33913475,42663215333.0
Maharashtra,2024,2,Kolhapur District,54814808,66712098417.0
Maharashtra,2024,2,Solapur District,138762460,197215551450.0
Maharashtra,2024,2,Mumbai District,73618716,80934755744.0
Maharashtra,2024,2,Sindhudurg District,4357480,6059434329.0
Maharashtra,2024,2,Dhule District,33435721,47905494773.0
Maharashtra,2024,2,Wardha District,17357783,23167147637.0
Maharashtra,2024,2,Parbhani District,34916186,47250766986.0
Maharashtra,2024,2,Mumbai Suburban District,181894333,185969047189.0
Maharashtra,2024,2,Hingoli District,17270758,23512994750.0
Maharashtra,2024,2,Ratnagiri District,8265537,10461627789.0
Maharashtra,2024,2,Nanded District,70615001,102153770812.0
Maharashtra,2024,2,Osmanabad District,39140032,54061651146.0
Maharashtra,2024,2,Nagpur District,141322812,175511200797.0
Maharashtra,2024,2,Buldhana District,49059093,67167007123.0
Maharashtra,2024,2,Nashik District,195527613,250949984729.0
Maharashtra,2024,2,Akola District,30093192,39766431399.0
Maharashtra,2024,2,Yavatmal District,35474644,47376358581.0
Maharashtra,2024,2,Aurangabad District,162740851,187304124243.0
Maharashtra,2024,2,Amravati District,51222557,69189874920.0
Maharashtra,2024,2,Washim District,18324301,24405326061.0
Maharashtra,2024,2,Sangli District,46522867,62151226729.0
Maharashtra,2024,2,Gadchiroli District,10788191,16200735709.0
Maharashtra,2024,2,Raigad District,79815570,81603272680.0
Maharashtra,2024,2,Palghar District,61053195,64369740107.0
Maharashtra,2024,2,Jalna District,43407785,60161540797.0
Maharashtra,2024,2,Gondia District,14719191,21795494858.0
Maharashtra,2024,2,Ahmednagar District,138042382,197926877124.0
Maharashtra,2024,2,Pune District,774940848,703288284286.0
Maharashtra,2024,2,Beed District,59071909,90393186607.0
Maharashtra,2024,2,Satara District,59530057,70857185218.0
Maharashtra,2024,3,Jalgaon District,75996158,102927134918.0
Maharashtra,2024,3,Latur District,66704149,78388523482.0
Maharashtra,2024,3,Thane District,232855213,237163270363.0
Maharashtra,2024,3,Bhandara District,14380269,20839710324.0
Maharashtra,2024,3,Nandurbar District,17014215,22222614140.0
Maharashtra,2024,3,Chandrapur District,36846262,42888964678.0
Maharashtra,2024,3,Kolhapur District,56584100,67868917614.0
Maharashtra,2024,3,Solapur District,148089341,199932875758.0
Maharashtra,2024,3,Mumbai District,78446773,84573043915.0
Maharashtra,2024,3,Sindhudurg District,4003692,5155256019.0
Maharashtra,2024,3,Dhule District,35755786,48363651803.0
Maharashtra,2024,3,Wardha District,18765915,23180601011.0
Maharashtra,2024,3,Parbhani District,37343364,45009655700.0
Maharashtra,2024,3,Mumbai Suburban District,196164375,196501777539.0
Maharashtra,2024,3,Hingoli District,18721562,22852131192.0
Maharashtra,2024,3,Ratnagiri District,7904872,9488422223.0
Maharashtra,2024,3,Nanded District,75586029,97439599156.0
Maharashtra,2024,3,Nagpur District,154536452,181360864288.0
Maharashtra,2024,3,Dharashiv District,41432655,52638193242.0
Maharashtra,2024,3,Buldhana District,52856563,66037166854.0
Maharashtra,2024,3,Nashik District,205874553,259328603302.0
Maharashtra,2024,3,Akola District,33388585,40477698690.0
Maharashtra,2024,3,Yavatmal District,39285047,48373483386.0
Maharashtra,2024,3,Amravati District,56011699,71603032603.0
Maharashtra,2024,3,Washim District,20163710,24387455411.0
Maharashtra,2024,3,Chhatrapati Sambhaji Nagar District,176233945,193676190941.0
Maharashtra,2024,3,Sangli District,49443248,64044336664.0
Maharashtra,2024,3,Gadchiroli District,11614366,15762046753.0
Maharashtra,2024,3,Raigad District,83956758,85479759033.0
Maharashtra,2024,3,Palghar District,64644883,66731371406.0
Maharashtra,2024,3,Jalna District,46594831,59830960883.0
Maharashtra,2024,3,Gondia District,15544083,21704891842.0
Maharashtra,2024,3,Ahmednagar District,148127375,206347871734.0
Maharashtra,2024,3,Pune District,839977058,761109455466.0
Maharashtra,2024,3,Beed District,64838805,92345655184.0
Maharashtra,2024,3,Satara District,61717304,71233474622.0
Maharashtra,2024,4,Jalgaon District,85555252,120921624584.0
Maharashtra,2024,4,Latur District,75637799,92305629391.0
Maharashtra,2024,4,Thane District,260133540,262082431087.0
Maharashtra,2024,4,Bhandara District,16271460,24399837008.0
Maharashtra,2024,4,Nandurbar District,19410052,26176428354.0
Maharashtra,2024,4,Chandrapur District,42080334,49872424334.0
Maharashtra,2024,4,Kolhapur District,63161403,76333770713.0
Maharashtra,2024,4,Solapur District,164430995,226537809406.0
Maharashtra,2024,4,Mumbai District,87657979,95067595052.0
Maharashtra,2024,4,Sindhudurg District,4911921,6232678324.0
Maharashtra,2024,4,Dhule District,40448892,56477818891.0
Maharashtra,2024,4,Wardha District,21508966,26749601109.0
Maharashtra,2024,4,Parbhani District,41327515,52906178282.0
Maharashtra,2024,4,Mumbai Suburban District,216881525,214957646828.0
Maharashtra,2024,4,Hingoli District,21280646,27209588762.0
Maharashtra,2024,4,Ratnagiri District,9590872,11414039345.0
Maharashtra,2024,4,Nanded District,84812032,113646259969.0
Maharashtra,2024,4,Nagpur District,171355260,205480045288.0
Maharashtra,2024,4,Dharashiv District,48675856,64355020416.0
Maharashtra,2024,4,Buldhana District,59818437,77740496846.0
Maharashtra,2024,4,Nashik District,228252514,293636232748.0
Maharashtra,2024,4,Akola District,38095559,47738130540.0
Maharashtra,2024,4,Yavatmal District,45349638,56859282995.0
Maharashtra,2024,4,Amravati District,64279621,85683754925.0
Maharashtra,2024,4,Washim District,23206557,28989939057.0
Maharashtra,2024,4,Chhatrapati Sambhaji Nagar District,191942144,217245607999.0
Maharashtra,2024,4,Sangli District,54758218,71485871669.0
Maharashtra,2024,4,Gadchiroli District,13488906,18411372212.0
Maharashtra,2024,4,Raigad District,95383875,95150422240.0
Maharashtra,2024,4,Palghar District,73947109,75856835012.0
Maharashtra,2024,4,Jalna District,51613317,70754228943.0
Maharashtra,2024,4,Gondia District,17779815,25256313640.0
Maharashtra,2024,4,Ahmednagar District,161588684,230367459302.0
Maharashtra,2024,4,Pune District,900035103,817012243191.0
Maharashtra,2024,4,Beed District,70681556,105143084236.0
Maharashtra,2024,4,Satara District,68878487,80570748189.0
Manipur,2018,1,Kangpokpi District,4187,12129421.383849183
Manipur,2018,1,Noney District,646,747261.2810295916
Manipur,2018,1,Imphal East District,21960,26028937.81002756
Manipur,2018,1,Thoubal District,8288,8366772.887529282
