State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Tamil Nadu,2021,2,Namakkal District,1575727,3596658592.319852
Tamil Nadu,2021,2,Vellore District,2319925,4575493116.641008
Tamil Nadu,2021,2,Thiruvarur District,570619,1215901816.548285
Tamil Nadu,2021,3,Tiruchirappalli District,3736365,8136231980.2489195
Tamil Nadu,2021,3,Ramanathapuram District,1028742,2349967987.7481923
Tamil Nadu,2021,3,Krishnagiri District,8122339,14578072272.708693
Tamil Nadu,2021,3,Cuddalore District,2771525,5246388698.49807
Tamil Nadu,2021,3,Kancheepuram District,9646258,14550143056.676136
Tamil Nadu,2021,3,Tiruppur District,8398025,15282996499.831757
Tamil Nadu,2021,3,Dharmapuri District,3165112,6750977106.361298
Tamil Nadu,2021,3,Thoothukkudi District,1648598,3549683754.7758408
Tamil Nadu,2021,3,Thanjavur District,2123436,4642138035.103878
Tamil Nadu,2021,3,Madurai District,5142737,11208939183.589071
Tamil Nadu,2021,3,Tiruvannamalai District,2496046,5012701130.634172
Tamil Nadu,2021,3,Salem District,8972048,18517560410.078224
Tamil Nadu,2021,3,Nagapattinam District,1080569,2291158512.005002
Tamil Nadu,2021,3,Tirupathur District,2250740,4279948252.118585
Tamil Nadu,2021,3,Ariyalur District,658430,1302833298.3803225
Tamil Nadu,2021,3,Chennai District,60971210,100463999673.28705
Tamil Nadu,2021,3,The Nilgiris District,1147621,2226960234.278348
Tamil Nadu,2021,3,Erode District,4668549,9015063256.621798
Tamil Nadu,2021,3,Karur District,1215220,2538560234.489727
Tamil Nadu,2021,3,Kallakkurichi District,1635742,3336289610.826971
Tamil Nadu,2021,3,Viluppuram District,2157103,3952931604.1340733
Tamil Nadu,2021,3,Pudukkottai District,1151943,2522917992.224124
Tamil Nadu,2021,3,Perambalur District,569636,1164081951.2492151
Tamil Nadu,2021,3,Coimbatore District,20245762,33773953433.753265
Tamil Nadu,2021,3,Virudhunagar District,1750490,3906229438.3320065
Tamil Nadu,2021,3,Dindigul District,2698900,5791216155.941603
Tamil Nadu,2021,3,Sivaganga District,1290549,2864305904.0258627
Tamil Nadu,2021,3,Tenkasi District,974832,2236394720.4405456
Tamil Nadu,2021,3,Chengalpattu District,14140388,19685011908.63714
Tamil Nadu,2021,3,Kanniyakumari District,1877533,4143575246.889376
Tamil Nadu,2021,3,Tirunelveli District,1846166,3848343515.85966
Tamil Nadu,2021,3,Thiruvallur District,15395149,26049988524.55871
Tamil Nadu,2021,3,Theni District,1367368,3070541723.4354496
Tamil Nadu,2021,3,Ranipet District,1899157,3748580002.32146
Tamil Nadu,2021,3,Namakkal District,2234405,5151268721.204435
Tamil Nadu,2021,3,Vellore District,3162215,6375710716.318077
Tamil Nadu,2021,3,Thiruvarur District,716496,1641658306.3405278
Tamil Nadu,2021,4,Tiruchirappalli District,4814042,10030942198.946257
Tamil Nadu,2021,4,Ramanathapuram District,1246669,2780827994.330324
Tamil Nadu,2021,4,Krishnagiri District,10363352,18220873236.79904
Tamil Nadu,2021,4,Cuddalore District,3416287,6301578485.45392
Tamil Nadu,2021,4,Kancheepuram District,11777894,17286201190.039677
Tamil Nadu,2021,4,Tiruppur District,11167439,18701118258.10759
Tamil Nadu,2021,4,Dharmapuri District,4084248,8521324061.002514
Tamil Nadu,2021,4,Thoothukkudi District,2046353,4257749141.726399
Tamil Nadu,2021,4,Thanjavur District,2623667,5525021230.471263
Tamil Nadu,2021,4,Madurai District,6309318,13464800515.296556
Tamil Nadu,2021,4,Tiruvannamalai District,3112963,6154998056.425686
Tamil Nadu,2021,4,Salem District,11783515,22754882844.82726
Tamil Nadu,2021,4,Nagapattinam District,1340753,2671430043.215294
Tamil Nadu,2021,4,Tirupathur District,2872662,5331962361.389108
Tamil Nadu,2021,4,Ariyalur District,807477,1566152800.1608644
Tamil Nadu,2021,4,Chennai District,76229690,118203166308.69281
Tamil Nadu,2021,4,The Nilgiris District,1558845,2857114042.709935
Tamil Nadu,2021,4,Erode District,6109637,11279232350.572426
Tamil Nadu,2021,4,Karur District,1566335,3172350948.0010557
Tamil Nadu,2021,4,Kallakkurichi District,2028745,4010952254.763807
Tamil Nadu,2021,4,Viluppuram District,2599072,4570490420.456165
Tamil Nadu,2021,4,Pudukkottai District,1443125,3057748358.646205
Tamil Nadu,2021,4,Perambalur District,725923,1433931161.9791088
Tamil Nadu,2021,4,Coimbatore District,27081380,43635817078.197556
Tamil Nadu,2021,4,Virudhunagar District,2263404,5079440715.649944
Tamil Nadu,2021,4,Dindigul District,3475465,7239639952.948546
Tamil Nadu,2021,4,Sivaganga District,1587767,3433446160.6470966
Tamil Nadu,2021,4,Tenkasi District,1188367,2702877027.9242544
Tamil Nadu,2021,4,Chengalpattu District,17730987,23840432091.35557
Tamil Nadu,2021,4,Kanniyakumari District,2366555,5119949451.254862
Tamil Nadu,2021,4,Tirunelveli District,2274498,4618519539.499913
Tamil Nadu,2021,4,Thiruvallur District,19146359,31072880036.32846
Tamil Nadu,2021,4,Theni District,1763910,3864287525.995989
Tamil Nadu,2021,4,Ranipet District,2380328,4599239984.944193
Tamil Nadu,2021,4,Namakkal District,2959616,6469090317.722906
Tamil Nadu,2021,4,Vellore District,4017284,7912499851.957881
Tamil Nadu,2021,4,Thiruvarur District,892045,1980984596.362946
Tamil Nadu,2022,1,Tiruchirappalli District,5422369,11360010997.109035
Tamil Nadu,2022,1,Ramanathapuram District,1425024,3361169634.3715773
Tamil Nadu,2022,1,Krishnagiri District,11729353,20650466208.670742
Tamil Nadu,2022,1,Cuddalore District,3854898,7328083169.35031
Tamil Nadu,2022,1,Kancheepuram District,13219354,19642924522.879723
Tamil Nadu,2022,1,Tiruppur District,12755181,20994558968.024055
Tamil Nadu,2022,1,Dharmapuri District,4750920,10116593522.472927
Tamil Nadu,2022,1,Thoothukkudi District,2388242,5004713169.898031
Tamil Nadu,2022,1,Thanjavur District,2942810,6384285130.794783
Tamil Nadu,2022,1,Madurai District,7084562,15309320989.586184
Tamil Nadu,2022,1,Tiruvannamalai District,3659658,7478979872.636584
Tamil Nadu,2022,1,Salem District,13278693,26325325605.86054
Tamil Nadu,2022,1,Nagapattinam District,1501440,3137077070.316338
Tamil Nadu,2022,1,Tirupathur District,3403925,6408532952.989394
Tamil Nadu,2022,1,Ariyalur District,898502,1840235658.86316
Tamil Nadu,2022,1,Chennai District,87458453,135444152912.82495
Tamil Nadu,2022,1,The Nilgiris District,1729884,3144464483.74693
Tamil Nadu,2022,1,Erode District,6860000,12788323701.473593
Tamil Nadu,2022,1,Karur District,1831500,3768124397.8555865
Tamil Nadu,2022,1,Kallakkurichi District,2421741,5048000351.991163
Tamil Nadu,2022,1,Viluppuram District,2943580,5372428494.6229515
Tamil Nadu,2022,1,Pudukkottai District,1639483,3677396086.543876
Tamil Nadu,2022,1,Perambalur District,834022,1744613505.1576376
Tamil Nadu,2022,1,Coimbatore District,30679187,51963955887.092926
Tamil Nadu,2022,1,Virudhunagar District,2550440,5676327115.346463
Tamil Nadu,2022,1,Dindigul District,3965199,8412785022.744812
Tamil Nadu,2022,1,Sivaganga District,1828509,4101854018.7768383
Tamil Nadu,2022,1,Tenkasi District,1345693,3196885065.5183153
Tamil Nadu,2022,1,Chengalpattu District,19802491,27209616572.77708
Tamil Nadu,2022,1,Kanniyakumari District,2597045,5779300862.137162
Tamil Nadu,2022,1,Tirunelveli District,2585793,5381065070.681534
Tamil Nadu,2022,1,Thiruvallur District,21243322,35412374869.409676
Tamil Nadu,2022,1,Theni District,2063736,4611206982.381892
Tamil Nadu,2022,1,Ranipet District,2755460,5529848785.373485
Tamil Nadu,2022,1,Namakkal District,3415879,7554607821.660087
Tamil Nadu,2022,1,Vellore District,4693455,9294845509.816792
Tamil Nadu,2022,1,Thiruvarur District,1013347,2334746608.8726997
Tamil Nadu,2022,2,Tiruchirappalli District,6270815,12634551299.241276
Tamil Nadu,2022,2,Ramanathapuram District,1634901,3744853011.614974
Tamil Nadu,2022,2,Krishnagiri District,13942838,24721054679.65894
Tamil Nadu,2022,2,Cuddalore District,4456802,8117134896.240127
Tamil Nadu,2022,2,Kancheepuram District,15868496,22731542491.811836
Tamil Nadu,2022,2,Tiruppur District,15482000,23838727353.104855
Tamil Nadu,2022,2,Dharmapuri District,5738543,11978363491.184544
Tamil Nadu,2022,2,Thoothukkudi District,2904687,5842566259.232948
Tamil Nadu,2022,2,Thanjavur District,3489101,7198941291.2239
Tamil Nadu,2022,2,Madurai District,8320838,17264493941.688946
Tamil Nadu,2022,2,Tiruvannamalai District,4281517,8492400732.338126
Tamil Nadu,2022,2,Salem District,16106627,30338068694.55334
Tamil Nadu,2022,2,Nagapattinam District,1780491,3563820744.073098
Tamil Nadu,2022,2,Tirupathur District,4039898,7419909368.9099245
Tamil Nadu,2022,2,Ariyalur District,1018572,2099380930.1451182
Tamil Nadu,2022,2,Chennai District,105344784,154665269695.64178
Tamil Nadu,2022,2,The Nilgiris District,2334296,4192820800.6586566
Tamil Nadu,2022,2,Erode District,8037374,14313011584.19171
Tamil Nadu,2022,2,Karur District,2130679,4285560062.068948
Tamil Nadu,2022,2,Kallakkurichi District,2827472,5639207666.8493
Tamil Nadu,2022,2,Viluppuram District,3359417,5986428096.992262
Tamil Nadu,2022,2,Pudukkottai District,1893795,4133146343.311369
Tamil Nadu,2022,2,Perambalur District,969247,1942588737.1276388
Tamil Nadu,2022,2,Coimbatore District,36695888,59260276493.12476
Tamil Nadu,2022,2,Virudhunagar District,3078392,6563589359.971757
Tamil Nadu,2022,2,Dindigul District,4742064,9862085177.478687
Tamil Nadu,2022,2,Sivaganga District,2113451,4572110215.1412115
Tamil Nadu,2022,2,Tenkasi District,1627020,3744115676.153031
Tamil Nadu,2022,2,Chengalpattu District,25456618,33118244166.51247
Tamil Nadu,2022,2,Kanniyakumari District,3119680,6825432728.488245
Tamil Nadu,2022,2,Tirunelveli District,3088831,6293477478.325724
Tamil Nadu,2022,2,Thiruvallur District,25490825,40588215771.8699
Tamil Nadu,2022,2,Theni District,2444576,5292036888.261049
Tamil Nadu,2022,2,Ranipet District,3219805,6359870289.317292
Tamil Nadu,2022,2,Namakkal District,4127139,8629035859.175919
Tamil Nadu,2022,2,Vellore District,5911444,11364769190.93938
Tamil Nadu,2022,2,Thiruvarur District,1158014,2517626211.7731895
Tamil Nadu,2022,3,Tiruchirappalli District,8564920,16339844623.273811
Tamil Nadu,2022,3,Ramanathapuram District,2203852,4657168292.975974
Tamil Nadu,2022,3,Krishnagiri District,14932340,25680854032.527496
Tamil Nadu,2022,3,Cuddalore District,4680299,8326894677.322099
Tamil Nadu,2022,3,Kancheepuram District,16476680,22598905113.9707
Tamil Nadu,2022,3,Tiruppur District,17847117,25599159008.871284
Tamil Nadu,2022,3,Dharmapuri District,6110827,12322253266.415527
Tamil Nadu,2022,3,Thoothukkudi District,3019557,5929644411.408558
Tamil Nadu,2022,3,Thanjavur District,3516046,7247067631.582065
Tamil Nadu,2022,3,Madurai District,18854500,34963057317.53805
Tamil Nadu,2022,3,Tiruvannamalai District,4546341,8676598240.042643
Tamil Nadu,2022,3,Salem District,31403065,50435972371.685875
Tamil Nadu,2022,3,Nagapattinam District,1844678,3606593436.59481
Tamil Nadu,2022,3,Tirupathur District,4286229,7637805182.874846
Tamil Nadu,2022,3,Ariyalur District,1057782,2096516777.8551369
Tamil Nadu,2022,3,Chennai District,42908667,65344650467.52281
Tamil Nadu,2022,3,The Nilgiris District,2499125,4071937674.8550215
Tamil Nadu,2022,3,Erode District,9576460,15897874506.901472
Tamil Nadu,2022,3,Karur District,2308386,4542659398.617556
Tamil Nadu,2022,3,Kallakkurichi District,3031305,5829974361.302319
Tamil Nadu,2022,3,Viluppuram District,3531557,6179829272.664677
Tamil Nadu,2022,3,Pudukkottai District,2149117,4536703248.458712
Tamil Nadu,2022,3,Perambalur District,1062776,2063752415.6349826
Tamil Nadu,2022,3,Coimbatore District,43610373,63815834929.8924
Tamil Nadu,2022,3,Virudhunagar District,3256212,6768626547.405922
Tamil Nadu,2022,3,Dindigul District,5468519,11010004404.187984
Tamil Nadu,2022,3,Sivaganga District,2158718,4655481935.624228
Tamil Nadu,2022,3,Tenkasi District,1743856,3976292693.820149
Tamil Nadu,2022,3,Chengalpattu District,78987490,106079722725.66629
Tamil Nadu,2022,3,Kanniyakumari District,3457993,7370866205.985282
Tamil Nadu,2022,3,Tirunelveli District,3362624,6665454588.874087
Tamil Nadu,2022,3,Thiruvallur District,25690184,40124901027.15738
Tamil Nadu,2022,3,Theni District,2726196,5802007462.408134
Tamil Nadu,2022,3,Ranipet District,3307025,6087756257.31634
Tamil Nadu,2022,3,Namakkal District,5427150,10398967389.719395
Tamil Nadu,2022,3,Vellore District,6719587,12004282971.363426
Tamil Nadu,2022,3,Thiruvarur District,1168622,2533305502.950427
Tamil Nadu,2022,4,Tiruchirappalli District,10348183,18674871633.79885
Tamil Nadu,2022,4,Ramanathapuram District,2536980,5131912118.760078
Tamil Nadu,2022,4,Krishnagiri District,16419186,27528800881.08297
Tamil Nadu,2022,4,Cuddalore District,5504268,9263849009.273396
Tamil Nadu,2022,4,Kancheepuram District,17540782,22979273761.178146
Tamil Nadu,2022,4,Tiruppur District,20078625,27993817372.884705
Tamil Nadu,2022,4,Dharmapuri District,6657535,13284210841.009699
Tamil Nadu,2022,4,Thoothukkudi District,3656395,6774717593.060657
Tamil Nadu,2022,4,Thanjavur District,4047728,7929388570.071096
Tamil Nadu,2022,4,Madurai District,21930141,39075713283.65903
Tamil Nadu,2022,4,Tiruvannamalai District,5236271,9545432273.854141
Tamil Nadu,2022,4,Salem District,33193962,52189264730.86203
Tamil Nadu,2022,4,Nagapattinam District,1958358,3688142192.789018
Tamil Nadu,2022,4,Tirupathur District,4764895,8186140455.240453
Tamil Nadu,2022,4,Ariyalur District,1245030,2323435387.037087
Tamil Nadu,2022,4,Chennai District,36087169,52708969517.53118
Tamil Nadu,2022,4,The Nilgiris District,2829489,4520156369.4038925
Tamil Nadu,2022,4,Erode District,8133010,13727797354.99751
Tamil Nadu,2022,4,Karur District,2534064,4869161063.115521
Tamil Nadu,2022,4,Kallakkurichi District,3330128,6197053072.30322
Tamil Nadu,2022,4,Viluppuram District,3886476,6442185710.5079155
Tamil Nadu,2022,4,Pudukkottai District,2351358,4756557513.936826
Tamil Nadu,2022,4,Perambalur District,1139212,2139737159.8272598
Tamil Nadu,2022,4,Coimbatore District,40259816,56926594389.65879
Tamil Nadu,2022,4,Virudhunagar District,3538938,7070008076.062214
Tamil Nadu,2022,4,Dindigul District,6357637,12201984709.758507
Tamil Nadu,2022,4,Sivaganga District,2386560,4894047781.374544
Tamil Nadu,2022,4,Tenkasi District,1883458,4139835704.6142645
Tamil Nadu,2022,4,Chengalpattu District,109159290,143850411731.03555
Tamil Nadu,2022,4,Kanniyakumari District,3950782,8142588843.674078
Tamil Nadu,2022,4,Tirunelveli District,4027170,7605241924.228041
Tamil Nadu,2022,4,Thiruvallur District,27335584,41018657465.028946
Tamil Nadu,2022,4,Theni District,3444290,6887377073.070898
Tamil Nadu,2022,4,Ranipet District,3737957,6482440332.589865
Tamil Nadu,2022,4,Namakkal District,6710663,12192052206.513931
Tamil Nadu,2022,4,Vellore District,6821759,11677039040.344677
Tamil Nadu,2022,4,Thiruvarur District,1293487,2670800447.3045335
Tamil Nadu,2023,1,Tiruchirappalli District,10559157,19312472102.0
Tamil Nadu,2023,1,Ramanathapuram District,3161959,6563687794.0
Tamil Nadu,2023,1,Krishnagiri District,27060721,42985634120.0
Tamil Nadu,2023,1,Cuddalore District,8048998,13409796716.0
Tamil Nadu,2023,1,Kancheepuram District,28434059,35659195700.0
Tamil Nadu,2023,1,Tiruppur District,23102273,31612220617.0
Tamil Nadu,2023,1,Dharmapuri District,11334419,21758757618.0
Tamil Nadu,2023,1,Thoothukkudi District,5314189,9347641699.0
Tamil Nadu,2023,1,Thanjavur District,6039246,11809807012.0
Tamil Nadu,2023,1,Madurai District,12890979,24763626170.0
Tamil Nadu,2023,1,Tiruvannamalai District,8350359,14864923318.0
Tamil Nadu,2023,1,Salem District,19000542,35440342871.0
Tamil Nadu,2023,1,Nagapattinam District,3351352,6212126931.0
Tamil Nadu,2023,1,Tirupathur District,8008229,13214504318.0
Tamil Nadu,2023,1,Ariyalur District,1989043,3657554169.0
Tamil Nadu,2023,1,Chennai District,54082635,74022904169.0
Tamil Nadu,2023,1,The Nilgiris District,3531701,5566369984.0
Tamil Nadu,2023,1,Erode District,10413101,17503707079.0
Tamil Nadu,2023,1,Karur District,3961099,7285246160.0
Tamil Nadu,2023,1,Kallakkurichi District,5623808,10284275550.0
Tamil Nadu,2023,1,Viluppuram District,6134683,9921812743.0
Tamil Nadu,2023,1,Pudukkottai District,3606871,7297092570.0
Tamil Nadu,2023,1,Perambalur District,1907989,3496777331.0
Tamil Nadu,2023,1,Coimbatore District,39368101,51615824209.0
Tamil Nadu,2023,1,Virudhunagar District,5424618,10110700191.0
Tamil Nadu,2023,1,Dindigul District,8900167,16763205017.0
Tamil Nadu,2023,1,Sivaganga District,3844323,7704708708.0
Tamil Nadu,2023,1,Tenkasi District,3086579,6433449201.0
Tamil Nadu,2023,1,Chengalpattu District,47785112,56466433731.0
Tamil Nadu,2023,1,Kanniyakumari District,5769596,11195409956.0
Tamil Nadu,2023,1,Tirunelveli District,5616592,9968103967.0
Tamil Nadu,2023,1,Thiruvallur District,44534386,63977916519.0
Tamil Nadu,2023,1,Theni District,4720868,9400279352.0
Tamil Nadu,2023,1,Ranipet District,5956104,9898123646.0
Tamil Nadu,2023,1,Namakkal District,7634185,14447202396.0
Tamil Nadu,2023,1,Vellore District,10453261,17120886040.0
Tamil Nadu,2023,1,Thiruvarur District,2211083,4490953844.0
Tamil Nadu,2023,2,Tiruchirappalli District,11012446,20455452746.0
Tamil Nadu,2023,2,Ramanathapuram District,3290555,6973064316.0
Tamil Nadu,2023,2,Krishnagiri District,30480238,48954116395.0
Tamil Nadu,2023,2,Cuddalore District,8354036,14112465473.0
Tamil Nadu,2023,2,Kancheepuram District,30960455,38377770025.0
Tamil Nadu,2023,2,Tiruppur District,25315335,34462188247.0
Tamil Nadu,2023,2,Dharmapuri District,12289754,23737079024.0
Tamil Nadu,2023,2,Thoothukkudi District,5717113,10292470339.0
Tamil Nadu,2023,2,Thanjavur District,6416227,12463249803.0
Tamil Nadu,2023,2,Madurai District,13702781,26681647309.0
Tamil Nadu,2023,2,Tiruvannamalai District,9108567,16045360745.0
Tamil Nadu,2023,2,Salem District,20677006,38483559669.0
Tamil Nadu,2023,2,Nagapattinam District,3698379,6613294059.0
Tamil Nadu,2023,2,Tirupathur District,8687983,14506799484.0
Tamil Nadu,2023,2,Ariyalur District,2071096,3919208327.0
Tamil Nadu,2023,2,Chennai District,58067196,79752773295.0
Tamil Nadu,2023,2,The Nilgiris District,4539924,7445469665.0
Tamil Nadu,2023,2,Erode District,11308928,18665388710.0
Tamil Nadu,2023,2,Karur District,4190645,7781633847.0
Tamil Nadu,2023,2,Kallakkurichi District,6125567,11043179815.0
Tamil Nadu,2023,2,Viluppuram District,6461774,10411166144.0
Tamil Nadu,2023,2,Pudukkottai District,3753548,7738272578.0
Tamil Nadu,2023,2,Perambalur District,2004548,3643141277.0
Tamil Nadu,2023,2,Coimbatore District,41794917,55641017773.0
Tamil Nadu,2023,2,Virudhunagar District,5672006,10711314340.0
Tamil Nadu,2023,2,Dindigul District,9690935,18790973063.0
Tamil Nadu,2023,2,Sivaganga District,3981044,8228850727.0
Tamil Nadu,2023,2,Tenkasi District,3311027,6929192057.0
Tamil Nadu,2023,2,Chengalpattu District,51706890,61412309875.0
Tamil Nadu,2023,2,Kanniyakumari District,6343632,12612790280.0
Tamil Nadu,2023,2,Tirunelveli District,6188960,11154710120.0
Tamil Nadu,2023,2,Thiruvallur District,48176846,68546759350.0
Tamil Nadu,2023,2,Theni District,5149310,10278091794.0
Tamil Nadu,2023,2,Ranipet District,6422899,10576859341.0
Tamil Nadu,2023,2,Namakkal District,8133870,15437161656.0
Tamil Nadu,2023,2,Vellore District,11283787,18879395197.0
Tamil Nadu,2023,2,Thiruvarur District,2339414,4604374150.0
Tamil Nadu,2023,3,Tiruchirappalli District,12203674,21741422580.0
Tamil Nadu,2023,3,Ramanathapuram District,3670023,7603550256.0
Tamil Nadu,2023,3,Krishnagiri District,34486164,52478701123.0
Tamil Nadu,2023,3,Cuddalore District,8993898,14964257561.0
Tamil Nadu,2023,3,Kancheepuram District,34927894,41722664352.0
Tamil Nadu,2023,3,Tiruppur District,30246050,38263190944.0
Tamil Nadu,2023,3,Dharmapuri District,13381494,25115860184.0
Tamil Nadu,2023,3,Thoothukkudi District,6408846,10972909100.0
Tamil Nadu,2023,3,Thanjavur District,7006160,13205002322.0
Tamil Nadu,2023,3,Madurai District,15229079,28300320002.0
Tamil Nadu,2023,3,Tiruvannamalai District,10093012,17271012804.0
Tamil Nadu,2023,3,Salem District,22733379,40740984216.0
Tamil Nadu,2023,3,Nagapattinam District,3997287,7112347600.0
Tamil Nadu,2023,3,Tirupathur District,9593808,15560586651.0
Tamil Nadu,2023,3,Ariyalur District,2234365,4165786934.0
Tamil Nadu,2023,3,Chennai District,64423156,85198861679.0
Tamil Nadu,2023,3,The Nilgiris District,4389794,6660469419.0
Tamil Nadu,2023,3,Erode District,12692404,20094330371.0
Tamil Nadu,2023,3,Karur District,4645330,8254505815.0
Tamil Nadu,2023,3,Kallakkurichi District,6738805,11725838306.0
Tamil Nadu,2023,3,Viluppuram District,6820072,10726776823.0
Tamil Nadu,2023,3,Pudukkottai District,4193425,8433778209.0
Tamil Nadu,2023,3,Perambalur District,2216919,3902611011.0
Tamil Nadu,2023,3,Coimbatore District,46819743,60549050278.0
Tamil Nadu,2023,3,Virudhunagar District,6477489,11660283716.0
Tamil Nadu,2023,3,Dindigul District,10715292,20100190663.0
Tamil Nadu,2023,3,Sivaganga District,4384045,8742909537.0
Tamil Nadu,2023,3,Tenkasi District,3762715,7601348511.0
Tamil Nadu,2023,3,Chengalpattu District,57523688,66789071996.0
Tamil Nadu,2023,3,Kanniyakumari District,7070401,13670833040.0
Tamil Nadu,2023,3,Tirunelveli District,7051947,12111549020.0
Tamil Nadu,2023,3,Thiruvallur District,54066131,73751421782.0
Tamil Nadu,2023,3,Theni District,5696912,11056097531.0
Tamil Nadu,2023,3,Ranipet District,7030037,11226066349.0
Tamil Nadu,2023,3,Namakkal District,9156806,16684400956.0
Tamil Nadu,2023,3,Vellore District,12442326,20076925544.0
Tamil Nadu,2023,3,Thiruvarur District,2562438,4869347513.0
Tamil Nadu,2023,4,Tiruchirappalli District,13546386,23130655906.0
Tamil Nadu,2023,4,Ramanathapuram District,4196969,8083975191.0
Tamil Nadu,2023,4,Krishnagiri District,38716127,58128403055.0
Tamil Nadu,2023,4,Cuddalore District,10061731,15883322354.0
Tamil Nadu,2023,4,Kancheepuram District,35825274,42324947809.0
Tamil Nadu,2023,4,Tiruppur District,33312329,40204687126.0
Tamil Nadu,2023,4,Dharmapuri District,15564980,28313365775.0
Tamil Nadu,2023,4,Thoothukkudi District,6834131,10944724787.0
Tamil Nadu,2023,4,Thanjavur District,7754898,13817285904.0
Tamil Nadu,2023,4,Madurai District,16710432,30065725377.0
Tamil Nadu,2023,4,Tiruvannamalai District,11492348,18827186868.0
Tamil Nadu,2023,4,Salem District,25568703,44455006086.0
Tamil Nadu,2023,4,Nagapattinam District,4347694,7311122645.0
Tamil Nadu,2023,4,Tirupathur District,11031298,17300586537.0
Tamil Nadu,2023,4,Ariyalur District,2549994,4367171700.0
Tamil Nadu,2023,4,Chennai District,63203856,84462859933.0
Tamil Nadu,2023,4,The Nilgiris District,4771052,7116857808.0
Tamil Nadu,2023,4,Erode District,13962707,21465887465.0
Tamil Nadu,2023,4,Karur District,5262117,9003387087.0
Tamil Nadu,2023,4,Kallakkurichi District,7645944,12732566595.0
Tamil Nadu,2023,4,Viluppuram District,7398695,11207312466.0
Tamil Nadu,2023,4,Pudukkottai District,4683297,8939368761.0
Tamil Nadu,2023,4,Perambalur District,2474062,4197994109.0
Tamil Nadu,2023,4,Coimbatore District,49610094,62771942615.0
Tamil Nadu,2023,4,Virudhunagar District,7127952,12454054001.0
Tamil Nadu,2023,4,Dindigul District,12332967,21838011929.0
Tamil Nadu,2023,4,Sivaganga District,4911741,9224527364.0
Tamil Nadu,2023,4,Tenkasi District,4144695,7786677432.0
Tamil Nadu,2023,4,Chengalpattu District,56593183,66002471552.0
Tamil Nadu,2023,4,Kanniyakumari District,8165186,15240413516.0
Tamil Nadu,2023,4,Tirunelveli District,7655361,12403415471.0
Tamil Nadu,2023,4,Thiruvallur District,55046227,74196249957.0
Tamil Nadu,2023,4,Theni District,6549554,12110551574.0
Tamil Nadu,2023,4,Ranipet District,7743655,11977580131.0
Tamil Nadu,2023,4,Namakkal District,10249122,18022602038.0
Tamil Nadu,2023,4,Vellore District,13634855,21428316822.0
Tamil Nadu,2023,4,Thiruvarur District,2801765,5129449259.0
Tamil Nadu,2024,1,Tiruchirappalli District,14278556,23716041524.0
Tamil Nadu,2024,1,Ramanathapuram District,4518193,8591728211.0
Tamil Nadu,2024,1,Krishnagiri District,42695248,61415392428.0
Tamil Nadu,2024,1,Cuddalore District,10764557,16876011437.0
Tamil Nadu,2024,1,Kancheepuram District,38497430,44400961508.0
Tamil Nadu,2024,1,Tiruppur District,36955831,42134355819.0
Tamil Nadu,2024,1,Dharmapuri District,17857287,31492929049.0
Tamil Nadu,2024,1,Thoothukkudi District,7514515,11723950330.0
Tamil Nadu,2024,1,Thanjavur District,8245372,14554478613.0
Tamil Nadu,2024,1,Madurai District,17834154,30974869226.0
Tamil Nadu,2024,1,Tiruvannamalai District,12435111,19953702825.0
Tamil Nadu,2024,1,Salem District,27703215,46990936545.0
Tamil Nadu,2024,1,Nagapattinam District,4639442,7799907638.0
Tamil Nadu,2024,1,Tirupathur District,12357042,18634929706.0
Tamil Nadu,2024,1,Ariyalur District,2809349,4664522239.0
Tamil Nadu,2024,1,Chennai District,67130965,86437941385.0
Tamil Nadu,2024,1,The Nilgiris District,4609568,6738423454.0
Tamil Nadu,2024,1,Erode District,15009886,22025247558.0
Tamil Nadu,2024,1,Karur District,5686148,9454652190.0
Tamil Nadu,2024,1,Kallakkurichi District,8605524,14256574453.0
Tamil Nadu,2024,1,Viluppuram District,7824816,11860971846.0
Tamil Nadu,2024,1,Pudukkottai District,5110066,9486889594.0
Tamil Nadu,2024,1,Perambalur District,2738023,4634690995.0
Tamil Nadu,2024,1,Coimbatore District,51806989,63108899538.0
Tamil Nadu,2024,1,Virudhunagar District,7747240,12535619113.0
Tamil Nadu,2024,1,Dindigul District,13213698,22741790454.0
Tamil Nadu,2024,1,Sivaganga District,5363789,9910772114.0
Tamil Nadu,2024,1,Tenkasi District,4414733,8125305102.0
Tamil Nadu,2024,1,Chengalpattu District,60815742,69247029303.0
Tamil Nadu,2024,1,Kanniyakumari District,8527560,15426767691.0
Tamil Nadu,2024,1,Tirunelveli District,8399886,13224686874.0
Tamil Nadu,2024,1,Thiruvallur District,59336655,77683542938.0
Tamil Nadu,2024,1,Theni District,7258870,12997063512.0
Tamil Nadu,2024,1,Ranipet District,8376160,12665259558.0
Tamil Nadu,2024,1,Namakkal District,11020159,19025024942.0
Tamil Nadu,2024,1,Vellore District,15184049,22787151927.0
Tamil Nadu,2024,1,Thiruvarur District,3041369,5562089423.0
Tamil Nadu,2024,2,Tiruchirappalli District,15351657,25266023921.0
Tamil Nadu,2024,2,Ramanathapuram District,4987419,9265763613.0
Tamil Nadu,2024,2,Krishnagiri District,47848721,68957002683.0
Tamil Nadu,2024,2,Cuddalore District,11611589,17892532930.0
